id	area	session	status	script	results	question
e273b	07_descendants_function	S18	supported	scripts/e273b_bottom_pc_channels.py	results/e273b_*.json	What makes GPT-2's bottom descendant PCs functionally sensitive?
e274	07_descendants_function	S18	narrowed	scripts/e274_subspace_nesting.py	results/e274_*.json	Are identity, function and behaviour subspaces nested?
e275	07_descendants_function	S18	superseded by e275b	scripts/e275_transport_residual.py	results/e275_*.json	Is the massive neuron the tail of the linear transport law?
e275b	07_descendants_function	S18	refuted (tail of the law)	scripts/e275b_transport_residual_signed.py	results/e275b_*.json	Does the signed transport law predict natural descendants?
e276	07_descendants_function	S19	refuted (magnitude)	scripts/e276_leverage.py	results/e276_*.json	Is the downstream network tuned to its own writes' descendants?
e277	07_descendants_function	S19	established	scripts/e277_budget.py	results/e277_*.json	Why does provenance survive while transported-atom decomposition fails?
e278	07_descendants_function	S19	refuted (amplitude)	scripts/e278_amplitude.py	results/e278_*.json	Is the massive neuron's anomaly an amplitude effect?
e279	07_descendants_function	S19	narrowed	scripts/e279_core_depth.py	results/e279_*.json	Is there a coordinate transition at depth, or continuous drift?
e280	07_descendants_function	S20	established	scripts/e280_trajectory.py	results/e280_*.json	Does an interpolated descendant snap back to a natural regime?
e281	07_descendants_function	S20	established	scripts/e281_functional_composition.py	results/e281_*.json	Does the fitted transport law compose functionally?
e282	07_descendants_function	S20	refuted	scripts/e282_metric.py	results/e282_*.json	Under which metric is transport closest to an isometry?
e283	07_descendants_function	S20	established	scripts/e283_state_variable.py	results/e283_*.json	Is the descendant a state variable for its own future?
e284	07_descendants_function	S20	supported (refined by e284b)	scripts/e284_reaction_carrier.py	results/e284_*.json	Which downstream block carries the massive neuron's reaction?
e284b	07_descendants_function	S20	supported (SmolLM2)	scripts/e284b_carrier_components.py	results/e284b_*.json	Which single component carries the massive neuron's reaction?
e285	07_descendants_function	S21	established (part 3 superseded by e285b)	scripts/e285_theory_predictions.py	results/e285_*.json	Do the transport theory's gain and pair-cosine predictions hold?
e285b	07_descendants_function	S21	null (open)	scripts/e285b_additivity_norm.py	results/e285b_*.json	Does additivity error depend on total norm rather than write count?
e286	08_causal_coordinate	S22	narrowed (two rungs)	scripts/e286_compression_ladder.py	results/e286_*.json	How many directions does each observable of the descendant need?
e287	08_causal_coordinate	S23	superseded by e288	scripts/e287_shared_vs_specific_readout.py	results/e287_*.json	Is the causal read-out the shared (centroid-span) part of the descendant?
e288	08_causal_coordinate	S24	narrowed (H86, H87, H90)	scripts/e288_kill_tree.py	results/e288_*.json	Is there one causal subspace, specific to the shared term, self-transported?
e289	08_causal_coordinate	S24	supported (selective)	scripts/e289_coordinate_steering.py	results/e289_*.json	Does one injected coordinate move only its paired logit direction?
e290	08_causal_coordinate	S24	refuted (a set point instead)	scripts/e290_massive_counterfactual.py	results/e290_*.json	Does extra massive write at its own tokens reproduce the natural footprint?
e291	08_causal_coordinate	S24	supported (Pythia only)	scripts/e291_training_causal_dims.py	results/e291_*.json	When in training does the low-dimensional causal coordinate appear?
e292	08_causal_coordinate	S25	narrowed (incomplete)	scripts/e292_break_steering.py	results/e292_*.json	Does the coordinate dictate the whole logit change of an injection?
e293	08_causal_coordinate	S25	established (two blocks)	scripts/e293_core_dynamics.py	results/e293_*.json	Does the causal core transport as a coherent object over blocks?
e294	08_causal_coordinate	S25	supported (nested; three scales)	scripts/e294_common_dimension.py	results/e294_*.json	Do the observables share one nested predictive subspace, and how large?
e295	08_causal_coordinate	S25	refuted (see e346)	scripts/e295_remainder_intervention.py	results/e295_*.json	Do the leftover descendant dimensions act as a second state variable?
e296	08_causal_coordinate	S26	supported	scripts/e296_causal_geometry.py	results/e296_*.json	Is the cloud low-rank under a causal metric; do coordinates persist?
e297	08_causal_coordinate	S26	established	scripts/e297_layerwise_dims.py	results/e297_*.json	How do physical and causal dimensions change with depth?
e298	08_causal_coordinate	S26	narrowed (weak)	scripts/e298_attention_routing.py	results/e298_*.json	Does the causal core predict attention routing?
e299	08_causal_coordinate	S26	narrowed (massive channel)	scripts/e299_propagation.py	results/e299_*.json	Does the perturbation propagate as a low-rank wave; how local?
e300	08_causal_coordinate	S26	supported	scripts/e300_cross_neuron_geometry.py	results/e300_*.json	Across hundreds of neurons, is the core set by write geometry?
e301	08_causal_coordinate	S26	supported	scripts/e301_second_order.py	results/e301_*.json	Is the response to scaling a write odd (linear) or even?
e302	08_causal_coordinate	S26	supported (circuit kill reopened)	scripts/e302_dose_interaction.py	results/e302_*.json	Are causal coordinates linear, and do they interact like circuits?
e303	08_causal_coordinate	S26	mixed	scripts/e303_predict_core.py	results/e303_*.json	Can a neuron's core coordinate be predicted from its write alone?
e304	08_causal_coordinate	S26	refuted (ladder is generic)	scripts/e304_families.py	results/e304_*.json	Is the two-rung dimensionality ladder special to WDD writes?
e305	08_causal_coordinate	S27	refuted (H107, H108)	scripts/e305_operator_identification.py	results/e305_*.json	Is the causal core a spectral subspace of transport or read-out?
e306	08_causal_coordinate	S27	supported (near the output)	scripts/e306_family_cores.py	results/e306_*.json	Do unrelated perturbation families share one coordinate system?
e307	08_causal_coordinate	S27	narrowed (e320, e321)	scripts/e307_channels.py	results/e307_*.json	Do individual causal channels keep their identity across all depths?
e308	08_causal_coordinate	S27	refuted (no shared space)	scripts/e308_forward_backward.py	results/e308_*.json	Do the forward causal core and backward sensitivity subspace coincide?
e309	08_causal_coordinate	S28	refuted (H113; curvature in 3/5)	scripts/e309_cloud_origin.py	results/e309_*.json	Is the core the residual's high-variance subspace; is the cloud curved?
e310	08_causal_coordinate	S28	refuted (funnel is generic)	scripts/e310_manifold_sweep.py	results/e310_*.json	Does the funnel require perturbations near the natural manifold?
e311	08_causal_coordinate	S28	supported (many-to-one)	scripts/e311_quotient.py	results/e311_*.json	Does physical geometry come to match functional geometry with depth?
e312	08_causal_coordinate	S28	supported (near the output)	scripts/e312_transfer.py	results/e312_*.json	Does the converged coordinate system transfer across families?
e313	08_causal_coordinate	S29	supported	scripts/e313_ledger_to_function.py	results/e313_*.json	Does the WDD ledger predict a joint ablation's coordinate (z = Zc)?
e314	08_causal_coordinate	S29	narrowed (not behavioural scalars)	scripts/e314_heldout_observables.py	results/e314_*.json	Does the coordinate predict observables it was not built from?
e315	08_causal_coordinate	S29	supported (state; logits partial)	scripts/e315_multi_observable_intervention.py	results/e315_*.json	Is the coordinate's intervention response predicted without refitting?
e316	08_causal_coordinate	S30	refuted (H122-H124)	scripts/e316_atlas.py	results/e316_*.json	Does a neuron atlas give functional units, substitutes or attribution?
e316b	08_causal_coordinate	S30	refuted (H122-H124)	scripts/e316b_atlas_exact.py	results/e316b_*.json	Do exact per-neuron coordinates rescue the atlas's application?
e317	09_quotient_program	S31	established (e361 re-checks)	scripts/e317_observable_quotients.py	results/e317_*.json	Is the quotient observable-relative or one object?
e318	09_quotient_program	S31	supported	scripts/e318_horizon_quotients.py	results/e318_*.json	Does the future-state quotient converge to the logit quotient with horizon?
e319	09_quotient_program	S31	established	scripts/e319_observable_resolution.py	results/e319_*.json	Does the observable's resolution set the quotient's dimension?
e320	09_quotient_program	S31	mixed (H128 narrowed)	scripts/e320_long_horizon_channels.py	results/e320_*.json	Do channels keep their identity to the last block (fixed basis)?
e321	09_quotient_program	S31	refuted (subspace persists)	scripts/e321_recomputed_channel_identity.py	results/e321_*.json	Do single coordinates persist when the basis is refitted per level?
e322	09_quotient_program	S31	supported	scripts/e322_birth_quotient.py	results/e322_*.json	Is the birth-level quotient the same object as the mid-level one?
e323	09_quotient_program	S31	supported	scripts/e323_nonlinear_decoders.py	results/e323_*.json	Is the read-out from the coordinate nonlinear?
e324	09_quotient_program	S31	refuted	scripts/e324_local_quotients.py	results/e324_*.json	Do region-specific local quotients beat the global one?
e325	09_quotient_program	S31	supported (coordinate only)	scripts/e325_equivalence_curvature.py	results/e325_*.json	Do midpoints of equivalent, distant atoms keep the average coordinate?
e326	09_quotient_program	S31	supported (coordinate only)	scripts/e326_equivalence_algebra.py	results/e326_*.json	Are sums of equivalent pairs equivalent (a+b ~ a'+b')?
e327	09_quotient_program	S31	supported (coordinate only)	scripts/e327_scalar_sign_algebra.py	results/e327_*.json	Is the coordinate homogeneous under scaling and sign flips?
e328	09_quotient_program	S31	narrowed	scripts/e328_equivalence_transport.py	results/e328_*.json	Is equivalence preserved by transport to later levels?
e329	09_quotient_program	S31	refuted (it collapses)	scripts/e329_amplitude_dimension.py	results/e329_*.json	Does the causal dimension expand beyond the linear range?
e330	09_quotient_program	S31	refuted (with e329)	scripts/e330_amplitude_equivalence.py	results/e330_*.json	Does atom equivalence survive 4x and 8x amplitude?
e331	09_quotient_program	S31	refuted	scripts/e331_massive_direction_quotient.py	results/e331_*.json	Do massive-channel perturbations share the ordinary quotient?
e332	09_quotient_program	S31	refuted	scripts/e332_functional_dictionary.py	results/e332_*.json	Are WDD atoms a privileged basis of the quotient?
e333	09_quotient_program	S31	refuted	scripts/e333_mlp_write_quotient.py	results/e333_*.json	Do the top ledger atoms carry a block's functional coordinate?
e334	09_quotient_program	S31	refuted	scripts/e334_atom_class_semantics.py	results/e334_*.json	Do functional classes of atoms carry vocabulary meaning?
e335	09_quotient_program	S31	established (with e317)	scripts/e335_universal_quotient.py	results/e335_*.json	Does a basis fitted to no observable match the own quotients?
e336	09_quotient_program	S31	refuted	scripts/e336_null_space_cosets.py	results/e336_*.json	Is equivalence a coset of a null space?
e337	09_quotient_program	S31	established	scripts/e337_homomorphism.py	results/e337_*.json	Is F(a+b) = F(a) + F(b) across families at natural amplitude?
e338	09_quotient_program	S31	refuted	scripts/e338_fibre_geometry.py	results/e338_*.json	Do the quotient's fibres have geometric structure?
e339	09_quotient_program	S31	supported (4/5)	scripts/e339_state_alone.py	results/e339_*.json	Is the coordinate implicit in the state and the source?
e340	09_quotient_program	S31	refuted (e361 re-checks)	scripts/e340_leakage_audits.py	results/e340_*.json	Does supervision add target-specific information (leakage audit)?
e341	09_quotient_program	S31	supported (4/5)	scripts/e341_component_internals.py	results/e341_*.json	What reads the coordinate downstream?
e342	09_quotient_program	S31	established (scores modest)	scripts/e342_adversarial_destruction.py	results/e342_*.json	Can any perturbation family break the quotient?
e343	09_quotient_program	S31	supported (token class narrower)	scripts/e343_token_topology.py	results/e343_*.json	Does the quotient depend on position, text or token class?
e344	09_quotient_program	S31	supported	scripts/e344_normalization.py	results/e344_*.json	Do norm changes or the injection point alter the quotient?
e345	09_quotient_program	S31	supported	scripts/e345_fine_amplitude.py	results/e345_*.json	How far is the response linear along core directions?
e346	09_quotient_program	S31	refuted (e361 re-checks)	scripts/e346_information_discarded.py	results/e346_*.json	Are the discarded (non-core) dimensions causally empty?
e347	09_quotient_program	S31	refuted (e361 re-checks)	scripts/e347_compression_baselines.py	results/e347_*.json	Does supervision beat plain compression at matched dimension?
e348	09_quotient_program	S31	refuted	scripts/e348_cancellation.py	results/e348_*.json	Does cancelling the core component undo the logit effect?
e349	09_quotient_program	S31	supported (refined by e365)	scripts/e349_checkpoint_quotient.py	results/e349_*.json	When is the quotient born in Pythia training?
e351	09_quotient_program	S31	narrowed (attention part killed)	scripts/e351_component_transport.py	results/e351_*.json	Which sublayers transport a token's own image?
e352	09_quotient_program	S31	supported	scripts/e352_light_cone.py	results/e352_*.json	How far across tokens does a perturbation spread, and by what route?
e353	09_quotient_program	S31	narrowed	scripts/e353_coordinate_algebra.py	results/e353_*.json	Do coordinates form an algebra beyond pairs?
e355	09_quotient_program	S31	narrowed (tail not in coordinates)	scripts/e355_kernel_rank.py	results/e355_*.json	Is the low dimension a kernel phenomenon?
e356	09_quotient_program	S31	refuted	scripts/e356_one_to_many.py	results/e356_*.json	Does one direction have one coordinate across contexts?
e357	12_circuits_coselection_drift	S32	established (redundancy reading corrected, e384)	scripts/e357_induction_control.py	results/e357_*.json	Do the unit statistics detect a known circuit (induction)?
e358	12_circuits_coselection_drift	S32	established (linear readout)	scripts/e358_ioi_control.py	results/e358_*.json	Do the same statistics detect the IOI circuit?
e359	12_circuits_coselection_drift	S32	refuted (layer structure)	scripts/e359_coselection.py	results/e359_*.json	Are batch co-selection communities (the post's proposal) circuits?
e360	12_circuits_coselection_drift	S32	refuted (OLMo agrees, e362d)	scripts/e360_drift.py	results/e360_*.json	Is a Pythia neuron's function more stable than its write?
e360b	12_circuits_coselection_drift	S32	superseded by e360d (signature parts)	scripts/e360b_drift_analysis.py	results/e360b_*.json	How do writes, attribution and signatures drift against the final (Pythia)?
e360c	12_circuits_coselection_drift	S32	refuted (speciation; late turnover holds)	scripts/e360c_turnover_speciation.py	results/e360c_*.json	Does neuron importance turn over late; do features speciate?
e360d	12_circuits_coselection_drift	S32	refuted (Pythia; OLMo agrees, e362d)	scripts/e360d_ceiling.py	results/e360d_*.json	Are early-layer neurons' logit effects context-free?
e360e	12_circuits_coselection_drift	S32	tool (precision control)	scripts/e360e_precision.py	results/e360e_*.json	Is the low block-2 signature agreement precision noise?
e361	12_circuits_coselection_drift	S32	established	scripts/e361_quotient_depths.py	results/e361_*.json	Do the quotient's core results hold beyond block-2 writers?
e362	12_circuits_coselection_drift	S32	supported (OLMo)	scripts/e362_drift_general.py	results/e362_*.json	Does per-neuron drift look the same in OLMo-1B?
e362b	12_circuits_coselection_drift	S32	superseded by e362d (signature parts)	scripts/e362b_drift_analysis.py	results/e362b_*.json	How do OLMo's writes, attribution and signatures drift against the final?
e362d	12_circuits_coselection_drift	S32	supported (OLMo; matches e360d)	scripts/e362d_ceiling.py	results/e362d_*.json	Do OLMo's ceiling-corrected signatures trail its writes?
e363	12_circuits_coselection_drift	S32	narrowed (strong in 2 of 5)	scripts/e363_coselection_control.py	results/e363_*.json	Does co-selection see an attention-defined induction circuit?
e364	12_circuits_coselection_drift	S32	tool (feeds e364b)	scripts/e364_coselection_ckpt.py	results/e364_*.json	What does co-selection look like at each Pythia checkpoint?
e364b	12_circuits_coselection_drift	S32	refuted	scripts/e364b_persistence.py	results/e364b_*.json	Does co-selection structure persist across Pythia training?
e365	12_circuits_coselection_drift	S32	narrowed (redundancy growth killed, e380)	scripts/e365_induction_development.py	results/e365_*.json	When does induction's unit structure appear, relative to the quotient?
e365b	12_circuits_coselection_drift	S32	refuted	scripts/e365b_image_drift.py	results/e365b_*.json	Does the functional coordinate persist through training in function space?
e366	12_circuits_coselection_drift	S32	narrowed	scripts/e366_conditional_natural.py	results/e366_*.json	Does scoring only where induction applies restore the natural-text circuit?
e368	12_circuits_coselection_drift	S32	mixed (3 of 5)	scripts/e368_token_coselection.py	results/e368_*.json	Does token-level co-selection find the induction heads?
e369	12_circuits_coselection_drift	S32	mixed (fails in final Pythia)	scripts/e369_token_ablation_coeffects.py	results/e369_*.json	Do per-token ablation co-effects find the induction heads?
e370	12_circuits_coselection_drift	S32	refuted (saturation)	scripts/e370_saturation.py	results/e370_*.json	Does softmax saturation explain the gradient's miss in GPT-2?
e370b	12_circuits_coselection_drift	S32	refuted (GPT-2, SmolLM2; toys agree, e379)	scripts/e370b_selection_vs_use.py	results/e370b_*.json	Does first-order selection measure a unit's use?
e371	12_circuits_coselection_drift	S32	refuted (on the loss; see e374)	scripts/e371_scale_hessian.py	results/e371_*.json	Do gradient, curvature and co-selection reproduce ablation interactions?
e372	12_circuits_coselection_drift	S32	established (on the loss; knee mostly readout, e374)	scripts/e372_scale_path.py	results/e372_*.json	What shape does the loss take along a head's scale?
e373	12_circuits_coselection_drift	S32	narrowed (only just after the transition)	scripts/e373_quotient_needs_induction.py	results/e373_*.json	Does the quotient's growth at the transition need induction heads?
e374	13_readers_readouts	S33	refuted (knee mostly readout)	scripts/e374_scale_mechanics.py	results/e374_*.json	Is the head-removal knee a degenerate direction of the loss?
e375	13_readers_readouts	S33	supported (novelty narrowed by literature check)	scripts/e375_reader_wdd.py	results/e375_*.json	Does reader-weighted WDD recover known circuit edges without intervention?
e376	13_readers_readouts	S33	refuted (on the loss; see e377)	scripts/e376_twins_vs_series.py	results/e376_*.json	Do near-twin writes make backups and composition make series?
e377	13_readers_readouts	S33	established (5 models)	scripts/e377_metric_convexity.py	results/e377_*.json	Does an interaction's sign depend on the readout?
e378	13_readers_readouts	S33	refuted	scripts/e378_stitch_time.py	results/e378_*.json	Are lower parts swappable late in Pythia training?
e379	11_toys_synthetic	S33	supported (toys only; scope note)	scripts/e379_toy_induction.py	results/e379_*.json	Do toy induction transformers reproduce phase 2's redundancy, selection and co-selection claims?
e380	13_readers_readouts	S33	refuted (zero-ablation; e384 narrows)	scripts/e380_redundancy_readout.py	results/e380_*.json	Is phase 2's growing induction redundancy real on the logit?
e381	13_readers_readouts	S33	narrowed (above chance in 4 of 5)	scripts/e381_wdd_edges_all.py	results/e381_*.json	Is reader-weighted WDD a reliable general edge finder?
e382	13_readers_readouts	S33	established (5 models)	scripts/e382_jensen_split.py	results/e382_*.json	How much of a loss interaction is readout convexity (Jensen)?
e383	13_readers_readouts	S34	refuted (e264's additivity stands)	scripts/e383_e264_logit.py	results/e383_*.json	Does e264's KL interaction measure whether a circuit adds?
e384	13_readers_readouts	S34	narrowed (redundant only in Pythia)	scripts/e384_logit_reread.py	results/e384_*.json	Do e357's redundancy and e366's contrast survive a linear readout?
e385	13_readers_readouts	S34	narrowed (by e387)	scripts/e385_readers_read_prominent.py	results/e385_*.json	Do readers draw preferentially on writes WDD can identify?
e386	11_toys_synthetic	S34	supported (toys only; contested by prior work)	scripts/e386_toy_selfrepair.py	results/e386_*.json	Does self-repair in toys require training noise?
e387	13_readers_readouts	S35	narrowed	scripts/e387_reading_anatomy.py	results/e387_*.json	Is readers' preference for identifiable writes learned; how sparse is reading?
e388	13_readers_readouts	S35	established (small k; PCA at equal atoms)	scripts/e388_wdd_as_sae.py	results/e388_*.json	Does WDD's k-sparse reconstruction preserve the computation (the SAE test)?
e389	13_readers_readouts	S35	refuted (MLP rows carry it)	scripts/e389_which_atoms_matter.py	results/e389_*.json	Does WDD's small-k advantage come from the embeddings?
e390	13_readers_readouts	S35	supported (Pythia only; see e437)	scripts/e390_provenance_or_geometry.py	results/e390_*.json	Is the advantage provenance or generic trained geometry?
e391	14_native_vocabulary	S36	refuted	scripts/e391_sparse_true_writes.py	results/e391_*.json	Is WDD's code the few largest actual writes?
e392	14_native_vocabulary	S36	refuted	scripts/e392_wdd_replacement_model.py	results/e392_*.json	Can own-word codes replace every block at once?
e392b	10_sinks_huge_directions	S44	refuted	scripts/e392b_replacement_sinks_exact.py	results/e392b_*.json	Does the replacement model compound through the sink positions?
e393	14_native_vocabulary	S36	narrowed (support matters)	scripts/e393_support_or_coefficients.py	results/e393_*.json	Is WDD's edge over the largest writes only the refit?
e394	14_native_vocabulary	S36	refuted	scripts/e394_atom_attribution.py	results/e394_*.json	Are WDD atoms sparse causal nodes?
e395	14_native_vocabulary	S37	established	scripts/e395_self_description.py	results/e395_*.json	Is self-description learned, and how long is it?
e396	14_native_vocabulary	S37	supported (Pythia)	scripts/e396_mutual_intelligibility.py	results/e396_*.json	Can one stage's words describe another's states?
e397	14_native_vocabulary	S37	superseded by e437	scripts/e397_false_friends.py	results/e397_*.json	False friends, or an impoverished geometry?
e398	14_native_vocabulary	S37	refuted	scripts/e398_private_language_seeds.py	results/e398_*.json	Do seeds share a language up to shared tokens?
e398b	14_native_vocabulary	S37	supported	scripts/e398b_linear_map_control.py	results/e398b_*.json	Is the linear map's gain only projection?
e399	14_native_vocabulary	S38	established (e443 refines)	scripts/e399_what_makes_own_words.py	results/e399_*.json	Is the advantage second moment, span, or words?
e400	14_native_vocabulary	S38	refuted (90% length)	scripts/e400_functional_pursuit.py	results/e400_*.json	Do Fisher-chosen words shorten the description?
e401	14_native_vocabulary	S38	established	scripts/e401_replicate_emergence.py	results/e401_*.json	Is self-describability absent at initialisation everywhere?
e402	14_native_vocabulary	S38	superseded by e437 (accretion stands)	scripts/e402_intelligibility_map.py	results/e402_*.json	Where do false friends arise; does accretion hold?
e403	14_native_vocabulary	S38	supported (GPT-2)	scripts/e403_learned_reference.py	results/e403_*.json	Own words vs a learned SAE (GPT-2)?
e404	14_native_vocabulary	S38	superseded by e437	scripts/e404_false_friend_mechanism.py	results/e404_*.json	Are false friends mediated by the huge directions M?
e405	14_native_vocabulary	S38	established (sharpened by e443)	scripts/e405_accent_to_vocabulary.py	results/e405_*.json	When does the accent become words?
e406	14_native_vocabulary	S38	narrowed (accretion)	scripts/e406_olmo_map.py	results/e406_*.json	Do false friends and accretion hold in OLMo?
e407	14_native_vocabulary	S39	refuted	scripts/e407_read_write_alignment.py	results/e407_*.json	Are readers word-level like writers?
e408	14_native_vocabulary	S39	narrowed (pursuit metric)	scripts/e408_weight_only_function.py	results/e408_*.json	Do the weights alone know which directions matter?
e408b	14_native_vocabulary	S39	refuted	scripts/e408b_weight_only_vocabulary.py	results/e408b_*.json	Can weight-only word selection approach the SAE?
e409	14_native_vocabulary	S39	supported (3 sizes)	scripts/e409_size_ladder.py	results/e409_*.json	Do false friends and the accent shift hold at 70m, 160m?
e410	14_native_vocabulary	S39	supported	scripts/e410_map_structure.py	results/e410_*.json	How are the intelligibility maps structured?
e411	14_native_vocabulary	S39	narrowed (sink directions)	scripts/e411_precursors.py	results/e411_*.json	Are false friends precursors of M's writers?
e412	14_native_vocabulary	S39	supported (Pythia)	scripts/e412_errors_in_own_words.py	results/e412_*.json	Are loss gradients described in the model's own words?
e413	14_native_vocabulary	S39	supported (Pythia)	scripts/e413_in_context.py	results/e413_*.json	Does the vocabulary cover in-context copying?
e414	14_native_vocabulary	S39	narrowed (geometry, e435)	scripts/e414_word_frequencies.py	results/e414_*.json	How often is each native word used?
e415	15_workspace_lenses	S40	refuted (final position; bridge word causal)	scripts/e415_twohop_workspace.py	results/e415_*.json	Does the native-word lens read a two-hop bridge at the final position?
e416	15_workspace_lenses	S40	null (task beyond the model)	scripts/e416_arithmetic_workspace.py	results/e416_*.json	Does the native lens read a hidden arithmetic value without fabricating?
e417	15_workspace_lenses	S40	refuted (suppression reading survives)	scripts/e417_roles_workspace.py	results/e417_*.json	Does the native lens resolve who-did-what roles earlier than lenses?
e418	15_workspace_lenses	S40	supported (97% claim corrected by e437b)	scripts/e418_native_at_7b.py	results/e418_*.json	Does self-description hold at 7B (Qwen2.5-7B, middle depth)?
e419	15_workspace_lenses	S40	refuted (Fisher pursuit no better)	scripts/e419_sinks_exact_7b.py	results/e419_*.json	With the huge directions M kept exact, does Fisher pursuit help?
e420	15_workspace_lenses	S40	supported (Qwen-7B; not causal there)	scripts/e420_twohop_subject.py	results/e420_*.json	Do native words read the bridge at the subject's last token?
e421	15_workspace_lenses	S41	supported (Qwen-7B)	scripts/e421_native_vs_subupdates.py	results/e421_*.json	Do native words beat the largest actual writes (Geva's value vectors)?
e421b	15_workspace_lenses	S42	supported (Qwen-7B)	scripts/e421b_centred_writes.py	results/e421b_*.json	Does e421 survive centring each actual write on its mean?
e422	15_workspace_lenses	S41	refuted (Qwen-7B)	scripts/e422_superweight_function_words.py	results/e422_*.json	Are the super weights the native language's most used words?
e423	15_workspace_lenses	S42	refuted (all 5 models)	scripts/e423_context_readout.py	results/e423_*.json	Do native words surface context tokens (t-1, t-2, t+2) better?
e424	15_workspace_lenses	S42	mixed	scripts/e424_recall_subject.py	results/e424_*.json	Do native words lead at reading a recalled attribute, in five models?
e425	15_workspace_lenses	S42	null (no such word exists)	scripts/e425_prevtoken_causal.py	results/e425_*.json	Is a previous-token native word used causally for induction?
e426	14_native_vocabulary	S42	established (word-level)	scripts/e426_five_model_battery.py	results/e426_*.json	Do the Pythia findings hold in all five models?
e427	14_native_vocabulary	S43	supported (two inversions)	scripts/e427_capability_ladder.py	results/e427_*.json	Does self-description track capability (Pythia sizes)?
e428	14_native_vocabulary	S43	mixed	scripts/e428_usage_importance.py	results/e428_*.json	Is usage a free neuron-importance score?
e428b	14_native_vocabulary	S43	mixed	scripts/e428b_usage_vs_deviation.py	results/e428b_*.json	Does usage beat deviation and spread too?
e429	14_native_vocabulary	S43	established	scripts/e429_duality_depths.py	results/e429_*.json	Does the duality hold at all depths, all readers?
e430	14_native_vocabulary	S43	refuted	scripts/e430_selfdescription_signal.py	results/e430_*.json	Is self-description a novelty or uncertainty signal?
e431	14_native_vocabulary	S43	null	scripts/e431_finetune_vocabulary.py	results/e431_*.json	Does instruction tuning change the vocabulary?
e432	10_sinks_huge_directions	S44	established (corrects e400, e426)	scripts/e432_huge_direction_anatomy.py	results/e432_*.json	What are the huge directions M (top-8 PCs at middle depth)?
e433	10_sinks_huge_directions	S44	narrowed (knee not lexical)	scripts/e433_identity_channel.py	results/e433_*.json	Is M the token-identity channel?
e434	14_native_vocabulary	S44	refuted	scripts/e434_kept_words.py	results/e434_*.json	Does the network keep its most-used words?
e435	14_native_vocabulary	S44	refuted	scripts/e435_state_surrogates.py	results/e435_*.json	Is the advantage just the states' covariance?
e436	14_native_vocabulary	S44	narrowed (step 4000)	scripts/e436_increment_vocabulary.py	results/e436_*.json	Are increments word-level before states?
e437	10_sinks_huge_directions	S44	established (corrects e404)	scripts/e437_sink_hygiene.py	results/e437_*.json	Which phase-3 results survive keeping sink positions exact?
e437b	10_sinks_huge_directions	S44	supported (one model; corrects e418)	scripts/e437b_sink_hygiene_7b.py	results/e437b_*.json	Was Qwen2.5-7B's 97% of variance in M a sink?
e438	10_sinks_huge_directions	S44	refuted	scripts/e438_knee_softmax.py	results/e438_*.json	Is the knee of M the attention softmax?
e439	14_native_vocabulary	S44	refuted	scripts/e439_lexicon.py	results/e439_*.json	Is the native vocabulary the lexicon?
e440	14_native_vocabulary	S44	established	scripts/e440_context_vocabulary.py	results/e440_*.json	Does what context adds have native words?
e441	10_sinks_huge_directions	S44	narrowed (no single seat)	scripts/e441_knee_decomposition.py	results/e441_*.json	Is the knee MLP gating, or another single nonlinearity?
e442	14_native_vocabulary	S44	narrowed	scripts/e442_light_cone.py	results/e442_*.json	Does the advantage live on the broadcast path?
e443	14_native_vocabulary	S44	refuted (at end)	scripts/e443_block_accents.py	results/e443_*.json	Is the vocabulary a union of per-block accents?
e444	16_vision_round	S45	narrowed (early signal in 2 of 4 runs)	scripts/e444_grokking_vocabulary.py	results/e444_*.json	Does the vocabulary announce grokking, and is it written or spoken?
e444b	16_vision_round	S45	supported (written, not spoken)	scripts/e444b_grokking_families.py	results/e444b_*.json	Is each writer family, frozen or trained, a vocabulary on its own?
e445	16_vision_round	S45	refuted (word level)	scripts/e445_translation_between_models.py	results/e445_*.json	Do two models' native words translate one to one?
e446	16_vision_round	S45	refuted (vs rotated words, 4 of 5)	scripts/e446_word_meaning.py	results/e446_*.json	Are native words more interpretable than neurons, by judge-free proxies?
e447	16_vision_round	S45	superseded by e447b (control overfit)	scripts/e447_train_for_self_description.py	results/e447_*.json	Can self-describability be trained into GPT-2 cheaply by a loss term?
e447b	16_vision_round	S45	narrowed (Euclidean only)	scripts/e447b_train_sd_selfgen.py	results/e447b_*.json	Does e447 hold without overfitting (self-generated fine-tuning text)?
e448	16_vision_round	S45	supported (2 models)	scripts/e448_interlingua.py	results/e448_*.json	Are translations described by the same native words in four languages?
e448b	16_vision_round	S45	supported (qualitative)	scripts/e448b_rosetta_words.py	results/e448b_*.json	Which native words carry a sentence across all four languages?
e448c	16_vision_round	S45	mixed (Qwen yes, SmolLM2 partly)	scripts/e448c_rosetta_neurons.py	results/e448c_*.json	Are the Rosetta words just multilingual neurons?
e448d	16_vision_round	S45	supported (3 models)	scripts/e448d_concept_words.py	results/e448d_*.json	Does the vocabulary hold language-independent concept words, under controls?
e448e	16_vision_round	S45	supported (small in Qwen)	scripts/e448e_rosetta_causal.py	results/e448e_*.json	Does removing a Rosetta word matter, in every language?
